keyphrase,cluster_id,document_id
snowflake report failure,30,688b76fef1207068bf7d735c
database replication lag,56,688b76fef1207068bf7d735d
font size render,47,688b76fef1207068bf7d735e
obas login failure,5,688b772bf1207068bf7d735f
atm card reader failure,6,688b772bf1207068bf7d7360
ach payment delay,16,688b772bf1207068bf7d7361
suspicious login activity,9,688b772bf1207068bf7d7362
branch network outage,3,688b772bf1207068bf7d7363
sql query timeout,32,688b772bf1207068bf7d7364
ios app crash,1,688b772bf1207068bf7d7365
batch job failure,15,688b772bf1207068bf7d7366
teller printer error,34,688b772bf1207068bf7d7367
font size display,47,688b772bf1207068bf7d7368
obas login failure,5,688b776df1207068bf7d7369
atm card reader failure,6,688b776df1207068bf7d736a
ach payment failure,37,688b776df1207068bf7d736b
suspicious login activity,9,688b776df1207068bf7d736c
branch network outage,3,688b776df1207068bf7d736d
report query performance,41,688b776df1207068bf7d736e
ios app crash,1,688b776df1207068bf7d736f
batch job failure,15,688b776df1207068bf7d7370
receipt printer error,31,688b776df1207068bf7d7371
font size display,47,688b776df1207068bf7d7372
obas login failure,5,688b779bf1207068bf7d7373
atm card reader failure,6,688b779bf1207068bf7d7374
ach payment delay,16,688b779bf1207068bf7d7375
suspicious login activity,9,688b779bf1207068bf7d7376
database performance degradation,40,688b779bf1207068bf7d7377
branch network outage,3,688b779bf1207068bf7d7378
ios app crash,1,688b779bf1207068bf7d7379
report generation failure,14,688b779bf1207068bf7d737a
email delivery failure,63,688b779bf1207068bf7d737b
account nickname truncation,18,688b779bf1207068bf7d737c
obas login failure,5,688b77cef1207068bf7d737d
atm card reader failure,6,688b77cef1207068bf7d737e
invalid route number,45,688b77cef1207068bf7d737f
suspicious login activity,9,688b77cef1207068bf7d7380
branch network latency,23,688b77cef1207068bf7d7381
sql query performance,36,688b77cef1207068bf7d7382
ios app crash,1,688b77cef1207068bf7d7383
exchange online outage,11,688b77cef1207068bf7d7384
snowflake connection failure,30,688b77cef1207068bf7d7385
account summary font,78,688b77cef1207068bf7d7386
obas login failure,5,688b77fbf1207068bf7d7387
atm card retention,4,688b77fbf1207068bf7d7388
api payment delay,67,688b77fbf1207068bf7d7389
suspicious login activity,9,688b77fbf1207068bf7d738a
branch network latency,23,688b77fbf1207068bf7d738b
sql query timeout,32,688b77fbf1207068bf7d738c
ios app crash,1,688b77fbf1207068bf7d738d
batch job failure,15,688b77fbf1207068bf7d738e
receipt printer error,31,688b77fbf1207068bf7d738f
font size display,47,688b77fbf1207068bf7d7390
obas login failure,5,688b7827f1207068bf7d7391
atm card retention,4,688b7827f1207068bf7d7392
invalid route number,45,688b7827f1207068bf7d7393
suspicious login activity,9,688b7827f1207068bf7d7394
branch network outage,3,688b7828f1207068bf7d7395
sql query performance,36,688b7828f1207068bf7d7396
ios app crash,1,688b7828f1207068bf7d7397
exchange server outage,12,688b7828f1207068bf7d7398
report generation failure,14,688b7828f1207068bf7d7399
font size display,47,688b7828f1207068bf7d739a
chrome login failure,66,688b7853f1207068bf7d739b
atm card reader failure,6,688b7853f1207068bf7d739c
ach payment failure,37,688b7853f1207068bf7d739d
fraudulent wire transfer,13,688b7854f1207068bf7d739e
branch network outage,3,688b7854f1207068bf7d739f
sql query performance,36,688b7854f1207068bf7d73a0
ios app crash,1,688b7854f1207068bf7d73a1
exchange server outage,12,688b7854f1207068bf7d73a2
audit log retention,49,688b7854f1207068bf7d73a3
safari button alignment,74,688b7854f1207068bf7d73a4
obas login failure,5,688b7881f1207068bf7d73a5
atm card reader failure,6,688b7881f1207068bf7d73a6
invalid route number,45,688b7881f1207068bf7d73a7
suspicious login activity,9,688b7881f1207068bf7d73a8
branch network outage,3,688b7881f1207068bf7d73a9
sql query performance,36,688b7882f1207068bf7d73aa
ios app crash,1,688b7882f1207068bf7d73ab
exchange online outage,11,688b7882f1207068bf7d73ac
report generation failure,14,688b7882f1207068bf7d73ad
font size readability,47,688b7882f1207068bf7d73ae
obas login failure,5,688b78b1f1207068bf7d73af
atm card retention,4,688b78b1f1207068bf7d73b0
ach payroll rejection,39,688b78b1f1207068bf7d73b1
suspicious login attempt,21,688b78b1f1207068bf7d73b2
branch network outage,3,688b78b1f1207068bf7d73b3
report generation delay,33,688b78b1f1207068bf7d73b4
ios app crash,1,688b78b1f1207068bf7d73b5
batch job failure,15,688b78b1f1207068bf7d73b6
email delivery delay,63,688b78b1f1207068bf7d73b7
account nickname font,22,688b78b1f1207068bf7d73b8
obas login failure,5,688b78ddf1207068bf7d73b9
atm card reader failure,6,688b78ddf1207068bf7d73ba
ach routing error,43,688b78def1207068bf7d73bb
suspicious login activity,9,688b78def1207068bf7d73bc
branch network outage,3,688b78def1207068bf7d73bd
cis query performance,68,688b78def1207068bf7d73be
ios app crash,1,688b78def1207068bf7d73bf
exchange server outage,12,688b78def1207068bf7d73c0
reconciliation report failure,14,688b78def1207068bf7d73c1
font size readability,47,688b78def1207068bf7d73c2
obas login failure,5,688b7912f1207068bf7d73c3
atm card reader failure,6,688b7912f1207068bf7d73c4
ach batch failure,44,688b7912f1207068bf7d73c5
suspicious login activity,9,688b7912f1207068bf7d73c6
branch network outage,3,688b7912f1207068bf7d73c7
account summary api,71,688b7912f1207068bf7d73c8
ios bill payment crash,0,688b7912f1207068bf7d73c9
exchange server outage,12,688b7912f1207068bf7d73ca
report generation failure,14,688b7912f1207068bf7d73cb
font size issue,70,688b7912f1207068bf7d73cc
obas login failure,5,688b794cf1207068bf7d73cd
atm card retention,4,688b794cf1207068bf7d73ce
ach payment failure,37,688b794cf1207068bf7d73cf
fraudulent login attempt,20,688b794cf1207068bf7d73d0
branch network outage,3,688b794cf1207068bf7d73d1
sql query performance,36,688b794cf1207068bf7d73d2
ios bill payment crash,0,688b794cf1207068bf7d73d3
cbs shutdown failure,69,688b794cf1207068bf7d73d4
report generation failure,14,688b794cf1207068bf7d73d5
small font size,47,688b794cf1207068bf7d73d6
authentication service failure,50,688b7981f1207068bf7d73d7
atm card reader failure,6,688b7981f1207068bf7d73d8
invalid route number,45,688b7981f1207068bf7d73d9
suspicious login attempt,21,688b7981f1207068bf7d73da
branch network outage,3,688b7981f1207068bf7d73db
database performance degradation,40,688b7981f1207068bf7d73dc
mobile app crash,26,688b7981f1207068bf7d73dd
core banking restart,51,688b7981f1207068bf7d73de
pdf formatting error,80,688b7981f1207068bf7d73df
firewall log growth,49,688b7981f1207068bf7d73e0
duo security failure,62,688b79bef1207068bf7d73e1
atm card reader failure,6,688b79bef1207068bf7d73e2
ach payment delay,16,688b79bef1207068bf7d73e3
api performance degradation,67,688b79bff1207068bf7d73e4
suspicious login activity,9,688b79bff1207068bf7d73e5
branch network latency,23,688b79bff1207068bf7d73e6
ios app crash,1,688b79bff1207068bf7d73e7
exchange server outage,12,688b79bff1207068bf7d73e8
report generation failure,14,688b79bff1207068bf7d73e9
account nickname font,22,688b79bff1207068bf7d73ea
chrome login failure,66,688b79e9f1207068bf7d73eb
atm card reader failure,6,688b79e9f1207068bf7d73ec
ach payment delay,16,688b79e9f1207068bf7d73ed
suspicious login activity,9,688b79e9f1207068bf7d73ee
wan link packet loss,64,688b79e9f1207068bf7d73ef
teller app slowness,34,688b79e9f1207068bf7d73f0
mobile balance discrepancy,25,688b79e9f1207068bf7d73f1
snowflake report timeout,30,688b79e9f1207068bf7d73f2
receipt printer failure,31,688b79e9f1207068bf7d73f3
account summary font,78,688b79e9f1207068bf7d73f4
chrome login failure,66,688b7a14f1207068bf7d73f5
atm card reader failure,6,688b7a14f1207068bf7d73f6
ach payment delay,16,688b7a14f1207068bf7d73f7
unusual login activity,9,688b7a14f1207068bf7d73f8
branch network outage,3,688b7a14f1207068bf7d73f9
sql query timeout,32,688b7a14f1207068bf7d73fa
ios app crash,1,688b7a14f1207068bf7d73fb
cbs shutdown failure,69,688b7a14f1207068bf7d73fc
report generation timeout,33,688b7a14f1207068bf7d73fd
safari display misalignment,74,688b7a14f1207068bf7d73fe
chrome login failure,66,688b7a3ff1207068bf7d73ff
atm card reader failure,6,688b7a3ff1207068bf7d7400
ach payment delay,16,688b7a3ff1207068bf7d7401
fraudulent login attempt,20,688b7a3ff1207068bf7d7402
wan link degradation,64,688b7a3ff1207068bf7d7403
crm query performance,76,688b7a3ff1207068bf7d7404
ios app crash,1,688b7a3ff1207068bf7d7405
exchange server outage,12,688b7a3ff1207068bf7d7406
report generation failure,14,688b7a3ff1207068bf7d7407
pdf text alignment,80,688b7a3ff1207068bf7d7408
ldap authentication failure,42,688b7a77f1207068bf7d7409
atm card reader failure,6,688b7a77f1207068bf7d740a
invalid route number,45,688b7a77f1207068bf7d740b
fail login attempt,62,688b7a77f1207068bf7d740c
branch network outage,3,688b7a77f1207068bf7d740d
statement generation delay,53,688b7a77f1207068bf7d740e
ios transaction crash,0,688b7a77f1207068bf7d740f
cpu utilization spike,61,688b7a77f1207068bf7d7410
audit log capacity,49,688b7a78f1207068bf7d7411
pdf font display,80,688b7a78f1207068bf7d7412
obas login failure,5,688b7aa8f1207068bf7d7413
atm card reader failure,6,688b7aa8f1207068bf7d7414
ach payment delay,16,688b7aa8f1207068bf7d7415
suspicious login activity,9,688b7aa8f1207068bf7d7416
branch network latency,23,688b7aa8f1207068bf7d7417
report generation delay,33,688b7aa8f1207068bf7d7418
ios app crash,1,688b7aa8f1207068bf7d7419
batch job failure,15,688b7aa8f1207068bf7d741a
receipt printer failure,31,688b7aa8f1207068bf7d741b
account nickname font,22,688b7aa8f1207068bf7d741c
obas login failure,5,688b7af2f1207068bf7d741d
atm card retention,4,688b7af3f1207068bf7d741e
ach payment delay,16,688b7af3f1207068bf7d741f
suspicious login attempt,21,688b7af3f1207068bf7d7420
branch network latency,23,688b7af3f1207068bf7d7421
sql query timeout,32,688b7af3f1207068bf7d7422
ios app crash,1,688b7af3f1207068bf7d7423
etl job failure,75,688b7af4f1207068bf7d7424
teller printer offline,34,688b7af4f1207068bf7d7425
statement font size,52,688b7af4f1207068bf7d7426
duo security failure,62,688b7b2bf1207068bf7d7427
atm card reader failure,6,688b7b2bf1207068bf7d7428
nacha file transmission,38,688b7b2bf1207068bf7d7429
api performance degradation,67,688b7b2bf1207068bf7d742a
suspicious login activity,9,688b7b2bf1207068bf7d742b
branch network connectivity,23,688b7b2bf1207068bf7d742c
ios app crash,1,688b7b2bf1207068bf7d742d
exchange server downtime,12,688b7b2bf1207068bf7d742e
report generation failure,14,688b7b2bf1207068bf7d742f
account nickname font,22,688b7b2cf1207068bf7d7430
ldap authentication failure,42,688b7b65f1207068bf7d7431
atm card reader failure,6,688b7b65f1207068bf7d7432
ach payment stall,16,688b7b65f1207068bf7d7433
suspicious login activity,9,688b7b65f1207068bf7d7434
branch network latency,23,688b7b65f1207068bf7d7435
loan report delay,72,688b7b65f1207068bf7d7436
ios app crash,1,688b7b65f1207068bf7d7437
exchange server outage,12,688b7b65f1207068bf7d7438
receipt printer error,31,688b7b66f1207068bf7d7439
font size display,47,688b7b66f1207068bf7d743a
obas login failure,5,688b7ba5f1207068bf7d743b
atm card retention,4,688b7ba5f1207068bf7d743c
ach payment delay,16,688b7ba6f1207068bf7d743d
suspicious login activity,9,688b7ba6f1207068bf7d743e
branch network outage,3,688b7ba6f1207068bf7d743f
report generation delay,33,688b7ba6f1207068bf7d7440
ios app crash,1,688b7ba6f1207068bf7d7441
batch job failure,15,688b7ba6f1207068bf7d7442
receipt printer failure,31,688b7ba6f1207068bf7d7443
safari nickname alignment,74,688b7ba6f1207068bf7d7444
obas login failure,5,688b7bd8f1207068bf7d7445
atm card retention,4,688b7bd8f1207068bf7d7446
invalid ach routing,45,688b7bd8f1207068bf7d7447
cbs performance degradation,69,688b7bd8f1207068bf7d7448
brute force attack,17,688b7bd8f1207068bf7d7449
branch network outage,3,688b7bd8f1207068bf7d744a
ios app crash,1,688b7bd8f1207068bf7d744b
report generation failure,14,688b7bd8f1207068bf7d744c
archive backup failure,15,688b7bd8f1207068bf7d744d
account nickname truncation,18,688b7bd8f1207068bf7d744e
obas login failure,5,688b7c1bf1207068bf7d744f
atm card reader failure,6,688b7c1cf1207068bf7d7450
invalid route number,45,688b7c1cf1207068bf7d7451
suspicious login activity,9,688b7c1cf1207068bf7d7452
branch network outage,3,688b7c1cf1207068bf7d7453
cis performance degradation,68,688b7c1cf1207068bf7d7454
ios app crash,1,688b7c1cf1207068bf7d7455
exchange server outage,12,688b7c1cf1207068bf7d7456
report generation failure,14,688b7c1cf1207068bf7d7457
account balance alignment,77,688b7c1cf1207068bf7d7458
obas login failure,5,688b7c4af1207068bf7d7459
atm card reader failure,6,688b7c4bf1207068bf7d745a
route number validation,45,688b7c4cf1207068bf7d745b
suspicious login activity,9,688b7c4cf1207068bf7d745c
branch network outage,3,688b7c4cf1207068bf7d745d
crm performance degradation,76,688b7c4cf1207068bf7d745e
ios app crash,1,688b7c4cf1207068bf7d745f
exchange server outage,12,688b7c4cf1207068bf7d7460
report generation failure,14,688b7c4cf1207068bf7d7461
font size render,47,688b7c4cf1207068bf7d7462
obas login failure,5,688b7c75f1207068bf7d7463
atm card reader failure,6,688b7c75f1207068bf7d7464
ach routing error,43,688b7c75f1207068bf7d7465
suspicious login activity,9,688b7c75f1207068bf7d7466
branch network outage,3,688b7c75f1207068bf7d7467
api response delay,67,688b7c75f1207068bf7d7468
ios app crash,1,688b7c75f1207068bf7d7469
exchange server outage,12,688b7c75f1207068bf7d746a
report generation failure,14,688b7c75f1207068bf7d746b
account nickname truncation,18,688b7c75f1207068bf7d746c
obas login failure,5,688b7c9ff1207068bf7d746d
atm card read failure,6,688b7c9ff1207068bf7d746e
ach batch failure,44,688b7c9ff1207068bf7d746f
fraudulent login attempt,20,688b7c9ff1207068bf7d7470
branch network outage,3,688b7c9ff1207068bf7d7471
dwh report delay,-1,688b7c9ff1207068bf7d7472
mobile app crash,26,688b7c9ff1207068bf7d7473
batch job failure,15,688b7c9ff1207068bf7d7474
receipt printer failure,31,688b7c9ff1207068bf7d7475
account nickname display,19,688b7c9ff1207068bf7d7476
obas login failure,5,688b7ccbf1207068bf7d7477
atm card retention,4,688b7ccbf1207068bf7d7478
ach routing error,43,688b7ccbf1207068bf7d7479
fraudulent login attempt,20,688b7ccbf1207068bf7d747a
branch network outage,3,688b7ccbf1207068bf7d747b
report generation delay,33,688b7ccbf1207068bf7d747c
mobile app crash,26,688b7ccbf1207068bf7d747d
batch job failure,15,688b7ccbf1207068bf7d747e
receipt printer failure,31,688b7ccbf1207068bf7d747f
font size display,47,688b7ccbf1207068bf7d7480
ldap authentication failure,42,688b7cf6f1207068bf7d7481
atm card reader failure,6,688b7cf6f1207068bf7d7482
ach batch failure,44,688b7cf6f1207068bf7d7483
suspicious login activity,9,688b7cf6f1207068bf7d7484
branch network outage,3,688b7cf6f1207068bf7d7485
statement generation delay,53,688b7cf6f1207068bf7d7486
ios app crash,1,688b7cf6f1207068bf7d7487
cpu utilization spike,61,688b7cf6f1207068bf7d7488
break link error,-1,688b7cf6f1207068bf7d7489
false positive fraud,59,688b7cf7f1207068bf7d748a
obas login failure,5,688b7d20f1207068bf7d748b
atm card retention,4,688b7d20f1207068bf7d748c
ach payment delay,16,688b7d20f1207068bf7d748d
suspicious login activity,9,688b7d20f1207068bf7d748e
branch network outage,3,688b7d20f1207068bf7d748f
database query performance,56,688b7d20f1207068bf7d7490
ios app crash,1,688b7d21f1207068bf7d7491
exchange server outage,12,688b7d21f1207068bf7d7492
report generation failure,14,688b7d21f1207068bf7d7493
css alignment error,73,688b7d21f1207068bf7d7494
obas login failure,5,688b7d4cf1207068bf7d7495
atm card reader failure,6,688b7d4df1207068bf7d7496
ach payment delay,16,688b7d4df1207068bf7d7497
cbs cpu utilization,69,688b7d4df1207068bf7d7498
suspicious login activity,9,688b7d4df1207068bf7d7499
branch network outage,3,688b7d4df1207068bf7d749a
mobile app crash,26,688b7d4ef1207068bf7d749b
sql query timeout,32,688b7d4ef1207068bf7d749c
report database capacity,41,688b7d4ef1207068bf7d749d
css alignment issue,73,688b7d4ef1207068bf7d749e
obas login failure,5,688b7d7bf1207068bf7d749f
atm card reader failure,6,688b7d7cf1207068bf7d74a0
invalid route number,45,688b7d7cf1207068bf7d74a1
suspicious login activity,9,688b7d7cf1207068bf7d74a2
branch network outage,3,688b7d7cf1207068bf7d74a3
cif query performance,68,688b7d7cf1207068bf7d74a4
ios app crash,1,688b7d7cf1207068bf7d74a5
regulatory reporting failure,33,688b7d7cf1207068bf7d74a6
exchange server downtime,12,688b7d7cf1207068bf7d74a7
account nickname alignment,19,688b7d7cf1207068bf7d74a8
obas login failure,5,688b7da9f1207068bf7d74a9
atm card reader failure,6,688b7da9f1207068bf7d74aa
ach payment failure,37,688b7da9f1207068bf7d74ab
suspicious login activity,9,688b7da9f1207068bf7d74ac
branch network outage,3,688b7da9f1207068bf7d74ad
api response delay,67,688b7da9f1207068bf7d74ae
ios app crash,1,688b7da9f1207068bf7d74af
exchange server outage,12,688b7da9f1207068bf7d74b0
report generation failure,14,688b7da9f1207068bf7d74b1
account balance font,78,688b7da9f1207068bf7d74b2
obas login failure,5,688b7dd7f1207068bf7d74b3
atm card reader failure,6,688b7dd7f1207068bf7d74b4
ach payment failure,37,688b7dd7f1207068bf7d74b5
suspicious login activity,9,688b7dd7f1207068bf7d74b6
branch network outage,3,688b7dd7f1207068bf7d74b7
report query performance,41,688b7dd7f1207068bf7d74b8
ios app crash,1,688b7dd7f1207068bf7d74b9
batch job failure,15,688b7dd7f1207068bf7d74ba
email delivery delay,63,688b7dd7f1207068bf7d74bb
payee alignment,54,688b7dd8f1207068bf7d74bc
obas login failure,5,688b7e06f1207068bf7d74bd
atm card retention,4,688b7e06f1207068bf7d74be
invalid route number,45,688b7e06f1207068bf7d74bf
suspicious login activity,9,688b7e07f1207068bf7d74c0
branch network outage,3,688b7e07f1207068bf7d74c1
cis query timeout,68,688b7e07f1207068bf7d74c2
ios app crash,1,688b7e07f1207068bf7d74c3
report generation failure,14,688b7e07f1207068bf7d74c4
receipt printer failure,31,688b7e07f1207068bf7d74c5
statement font display,52,688b7e07f1207068bf7d74c6
obas login failure,5,688b7e33f1207068bf7d74c7
atm card reader failure,6,688b7e33f1207068bf7d74c8
ach route error,43,688b7e33f1207068bf7d74c9
suspicious login activity,9,688b7e33f1207068bf7d74ca
branch network outage,3,688b7e33f1207068bf7d74cb
sql query performance,36,688b7e33f1207068bf7d74cc
ios app crash,1,688b7e33f1207068bf7d74cd
exchange server outage,12,688b7e33f1207068bf7d74ce
report generation failure,14,688b7e33f1207068bf7d74cf
font display distortion,70,688b7e33f1207068bf7d74d0
obas login failure,5,688b7e6ff1207068bf7d74d1
atm card retention,4,688b7e6ff1207068bf7d74d2
ach payment failure,37,688b7e6ff1207068bf7d74d3
fraudulent login attempt,20,688b7e6ff1207068bf7d74d4
mpls circuit latency,24,688b7e6ff1207068bf7d74d5
snowflake query performance,30,688b7e6ff1207068bf7d74d6
ios app crash,1,688b7e6ff1207068bf7d74d7
batch job failure,15,688b7e6ff1207068bf7d74d8
exchange server queue,12,688b7e6ff1207068bf7d74d9
account nickname truncation,18,688b7e6ff1207068bf7d74da
authentication service failure,50,688b7e99f1207068bf7d74db
atm card reader failure,6,688b7e99f1207068bf7d74dc
ach payment failure,37,688b7e99f1207068bf7d74dd
suspicious login activity,9,688b7e99f1207068bf7d74de
branch network outage,3,688b7e99f1207068bf7d74df
database performance degradation,40,688b7e99f1207068bf7d74e0
mobile app crash,26,688b7e99f1207068bf7d74e1
exchange server outage,12,688b7e99f1207068bf7d74e2
report generation failure,14,688b7e99f1207068bf7d74e3
css alignment error,73,688b7e99f1207068bf7d74e4
obas login failure,5,688b7ec4f1207068bf7d74e5
atm card retention,4,688b7ec5f1207068bf7d74e6
ach payment delay,16,688b7ec5f1207068bf7d74e7
suspicious login attempt,21,688b7ec5f1207068bf7d74e8
branch network downtime,2,688b7ec5f1207068bf7d74e9
report generation delay,33,688b7ec5f1207068bf7d74ea
ios app crash,1,688b7ec5f1207068bf7d74eb
interest calculation failure,72,688b7ec5f1207068bf7d74ec
teller printer offline,34,688b7ec5f1207068bf7d74ed
account nickname font,22,688b7ec5f1207068bf7d74ee
ldap authentication failure,42,688b7ef1f1207068bf7d74ef
atm card reader,6,688b7ef1f1207068bf7d74f0
invalid route number,45,688b7ef1f1207068bf7d74f1
brute force attack,17,688b7ef1f1207068bf7d74f2
branch network outage,3,688b7ef1f1207068bf7d74f3
database query performance,56,688b7ef1f1207068bf7d74f4
ios app crash,1,688b7ef1f1207068bf7d74f5
statement archive failure,53,688b7ef1f1207068bf7d74f6
data synchronization error,50,688b7ef1f1207068bf7d74f7
account nickname font,22,688b7ef1f1207068bf7d74f8
authentication service failure,50,688b7f1cf1207068bf7d74f9
atm card reader failure,6,688b7f1cf1207068bf7d74fa
ach batch failure,44,688b7f1cf1207068bf7d74fb
brute force attack,17,688b7f1cf1207068bf7d74fc
branch network outage,3,688b7f1cf1207068bf7d74fd
los query performance,46,688b7f1cf1207068bf7d74fe
mobile app crash,26,688b7f1cf1207068bf7d74ff
exchange server failure,12,688b7f1cf1207068bf7d7500
report generation timeout,33,688b7f1cf1207068bf7d7501
statement font display,52,688b7f1cf1207068bf7d7502
obas login failure,5,688b7f4ff1207068bf7d7503
atm card reader failure,6,688b7f4ff1207068bf7d7504
ach routing error,43,688b7f4ff1207068bf7d7505
suspicious login activity,9,688b7f4ff1207068bf7d7506
branch network outage,3,688b7f4ff1207068bf7d7507
cis query performance,68,688b7f4ff1207068bf7d7508
ios app crash,1,688b7f4ff1207068bf7d7509
exchange server outage,12,688b7f4ff1207068bf7d750a
report generation failure,14,688b7f4ff1207068bf7d750b
statement text alignment,52,688b7f4ff1207068bf7d750c
obas login failure,5,688b7f78f1207068bf7d750d
atm card reader failure,6,688b7f78f1207068bf7d750e
ach payment failure,37,688b7f78f1207068bf7d750f
suspicious login activity,9,688b7f78f1207068bf7d7510
branch network outage,3,688b7f78f1207068bf7d7511
api performance degradation,67,688b7f78f1207068bf7d7512
ios app crash,1,688b7f78f1207068bf7d7513
exchange server outage,12,688b7f78f1207068bf7d7514
report generation failure,14,688b7f78f1207068bf7d7515
statement font distortion,52,688b7f78f1207068bf7d7516
obas login failure,5,688b7fa2f1207068bf7d7517
atm card reader failure,6,688b7fa2f1207068bf7d7518
ach payment delay,16,688b7fa2f1207068bf7d7519
suspicious login activity,9,688b7fa2f1207068bf7d751a
oracle query timeout,-1,688b7fa2f1207068bf7d751b
branch network downtime,2,688b7fa2f1207068bf7d751c
ios app crash,1,688b7fa2f1207068bf7d751d
report generation failure,14,688b7fa2f1207068bf7d751e
receipt printer failure,31,688b7fa2f1207068bf7d751f
account nickname display,19,688b7fa2f1207068bf7d7520
chrome login failure,66,688b7fc9f1207068bf7d7521
atm card reader failure,6,688b7fc9f1207068bf7d7522
ach payment delay,16,688b7fc9f1207068bf7d7523
suspicious login activity,9,688b7fc9f1207068bf7d7524
branch network latency,23,688b7fcaf1207068bf7d7525
crm performance degradation,76,688b7fcaf1207068bf7d7526
ios app crash,1,688b7fcaf1207068bf7d7527
report generation timeout,33,688b7fcaf1207068bf7d7528
ssl certificate expiry,57,688b7fcaf1207068bf7d7529
safari display bug,74,688b7fcaf1207068bf7d752a
chrome login failure,66,688b7ff3f1207068bf7d752b
atm card retention,4,688b7ff3f1207068bf7d752c
api payment delay,67,688b7ff4f1207068bf7d752d
high risk transaction,13,688b7ff4f1207068bf7d752e
branch network downtime,2,688b7ff4f1207068bf7d752f
report performance degradation,41,688b7ff5f1207068bf7d7530
mobile app crash,26,688b7ff5f1207068bf7d7531
exchange server outage,12,688b7ff6f1207068bf7d7532
audit log retention,49,688b7ff7f1207068bf7d7533
bill pay alignment,10,688b7ff8f1207068bf7d7534
obas login failure,5,688b8022f1207068bf7d7535
atm card retention,4,688b8022f1207068bf7d7536
ach payment delay,16,688b8022f1207068bf7d7537
fraudulent wire transfer,13,688b8022f1207068bf7d7538
branch network downtime,2,688b8022f1207068bf7d7539
api response delay,67,688b8022f1207068bf7d753a
ios app crash,1,688b8022f1207068bf7d753b
exchange online outage,11,688b8022f1207068bf7d753c
report datum failure,79,688b8022f1207068bf7d753d
account nickname font,22,688b8022f1207068bf7d753e
ldap login failure,42,688b804ef1207068bf7d753f
ncr card reader failure,6,688b804ef1207068bf7d7540
ach payment delay,16,688b804ff1207068bf7d7541
suspicious login activity,9,688b804ff1207068bf7d7542
branch network latency,23,688b804ff1207068bf7d7543
api response delay,67,688b804ff1207068bf7d7544
ios app crash,1,688b804ff1207068bf7d7545
exchange server downtime,12,688b804ff1207068bf7d7546
transaction report discrepancy,14,688b8050f1207068bf7d7547
account nickname font,22,688b8050f1207068bf7d7548
obas login failure,5,688b807cf1207068bf7d7549
atm card retention,4,688b807cf1207068bf7d754a
ach payment delay,16,688b807cf1207068bf7d754b
suspicious login activity,9,688b807cf1207068bf7d754c
branch network latency,23,688b807cf1207068bf7d754d
sql query timeout,32,688b807cf1207068bf7d754e
ios app crash,1,688b807cf1207068bf7d754f
interest calculation failure,72,688b807cf1207068bf7d7550
email delivery delay,63,688b807cf1207068bf7d7551
account nickname display,19,688b807cf1207068bf7d7552
obas login failure,5,688b80a7f1207068bf7d7553
atm card retention,4,688b80a7f1207068bf7d7554
api payment delay,67,688b80a7f1207068bf7d7555
suspicious login activity,9,688b80a8f1207068bf7d7556
branch network latency,23,688b80a8f1207068bf7d7557
report generation delay,33,688b80a8f1207068bf7d7558
ios app crash,1,688b80a8f1207068bf7d7559
batch job failure,15,688b80a8f1207068bf7d755a
phishe email response,27,688b80a8f1207068bf7d755b
account nickname truncation,18,688b80a8f1207068bf7d755c
obas login failure,5,688b80d3f1207068bf7d755d
atm card retention,4,688b80d3f1207068bf7d755e
ach payment delay,16,688b80d3f1207068bf7d755f
brute force attack,17,688b80d4f1207068bf7d7560
branch network outage,3,688b80d4f1207068bf7d7561
regulatory reporting delay,33,688b80d4f1207068bf7d7562
ios app crash,1,688b80d4f1207068bf7d7563
batch job failure,15,688b80d4f1207068bf7d7564
email delivery failure,63,688b80d4f1207068bf7d7565
account nickname truncation,18,688b80d5f1207068bf7d7566
obas login failure,5,688b8104f1207068bf7d7567
atm card retention,4,688b8105f1207068bf7d7568
invalid ach routing,45,688b8105f1207068bf7d7569
cbs performance degradation,69,688b8105f1207068bf7d756a
brute force attack,17,688b8105f1207068bf7d756b
branch network outage,3,688b8105f1207068bf7d756c
ios app crash,1,688b8105f1207068bf7d756d
report generation failure,14,688b8105f1207068bf7d756e
cbs backup failure,69,688b8105f1207068bf7d756f
account summary font,78,688b8106f1207068bf7d7570
obas login failure,5,688b8143f1207068bf7d7571
atm card retention,4,688b8143f1207068bf7d7572
invalid ach routing,45,688b8143f1207068bf7d7573
suspicious login activity,9,688b8144f1207068bf7d7574
branch network outage,3,688b8144f1207068bf7d7575
crm performance degradation,76,688b8144f1207068bf7d7576
ios crash report,1,688b8144f1207068bf7d7577
exchange server outage,12,688b8144f1207068bf7d7578
report generation failure,14,688b8144f1207068bf7d7579
css styling misalignment,73,688b8144f1207068bf7d757a
obas login failure,5,688b8802f1207068bf7d757b
atm card retention,4,688b8802f1207068bf7d757c
ach payment delay,16,688b8802f1207068bf7d757d
suspicious login activity,9,688b8802f1207068bf7d757e
branch network downtime,2,688b8803f1207068bf7d757f
ios app crash,1,688b8803f1207068bf7d7580
database performance degradation,40,688b8803f1207068bf7d7581
loan report failure,72,688b8803f1207068bf7d7582
cbs cpu spike,69,688b8803f1207068bf7d7583
account nickname truncation,18,688b8803f1207068bf7d7584
obas login failure,5,688b882df1207068bf7d7585
atm card retention,4,688b882df1207068bf7d7586
ach payment delay,16,688b882df1207068bf7d7587
suspicious login activity,9,688b882df1207068bf7d7588
